Case,Case 1,Case 1,Case 2,Case 2,Case 3,Case 3,Case 4,Case 4
,Test R²,Train R²,Test R²,Train R²,Test R²,Train R²,Test R²,Train R²
Model,,,,,,,,
MLP,0.7820018540142988,0.8143832087516785,0.5278628000805428,0.4693472981452942,0.1689118646706924,0.2501557469367981,0.2895967790150149,0.29261600971221924
RF,0.9886927298107797,0.9985115864511277,0.9918095073518411,0.9979517594529359,0.6308467565657454,0.9988805655142354,0.9294861499054615,0.998740371422781
GBDT,0.1935330032343875,0.37656188011169434,0.35085239304705307,0.3746175169944763,0.1606269502072485,0.3756297826766968,0.35237861274347193,0.37968647480010986
