y/delta,y^+,U,dU/dy,k,u'u',v'v',w'w',u'v',epsilon,b_11,b_22,b_33,b_12,phi_11,phi_22,phi_33,phi_12
0.01574790574131968,31.41323542871294,13.56495288728691,0.09723452813005068,5.04805567494713,6.909794665782252,0.8286525774554818,2.357664106656526,-0.8868352999944744,0.1607296562697656,0.3510682571715715,-0.2512569230464994,-0.09981133412507193,-0.08783929468089341,-0.07575367716011866,0.03243626569071772,0.04331741146940092,0.07615521468914244
0.01648524582172972,32.88404925738435,13.70258576630607,0.090079657264364,4.997874064220279,6.762942921260871,0.8601065647403245,2.372698642439363,-0.8932202979117599,0.15383869594467087,0.3432486327546778,-0.24728609067691892,-0.09596254207775887,-0.08936002452585924,-0.07442545890756393,0.03225597232572502,0.04216948658183896,0.0723970743558811
0.01723934731773447,34.38829802672938,13.83317296171819,0.08368806506122796,4.948646026962623,6.621912781154284,0.8900348651267855,2.385344407644177,-0.8988226829721965,0.14722710494658606,0.3357297543349796,-0.24340622395054012,-0.09232353038443941,-0.09081501061855855,-0.0729930013013543,0.03194682342433806,0.0410461778770163,0.06882767786624208
0.01801019737766241,35.92595610079432,13.95736472143332,0.07797212538568714,4.900670869438843,6.48716493080393,0.9184078397992084,2.395768968274549,-0.9037319993819182,0.14090253525577567,0.32853165450523486,-0.2396310766151249,-0.08890057789010974,-0.092204926984354,-0.07146817687236746,0.03152591331474618,0.0399422635576213,0.06545620721349527
0.01879778286440703,37.49699727425217,14.07575422203291,0.07285447169558654,4.85417023987501,6.358995053681109,0.9452126741025212,2.404132751966389,-0.9080281094013471,0.13486753821312691,0.3216699668645648,-0.23597244286249774,-0.08569752400206718,-0.09353072353563849,-0.06986303220052696,0.03100933287475091,0.03885369932577597,0.06228694671264579
0.0196020903556503,39.10139477284839,14.18888229319534,0.0682670315500628,4.809299468882427,6.237560725701494,0.9704512682839044,2.410586943779458,-0.911780921714463,0.12912045308963194,0.3151561988802805,-0.23244012897342523,-0.0827160699068551,-0.09479352737482372,-0.06819011088128397,0.03041230073577112,0.03777781014551287,0.0593171430873088
0.02042310614409193,40.7391212538583,14.29724142931055,0.06414921614246859,4.766155469508385,6.12290073007251,0.9941383340649188,2.41527187487934,-0.9150511722627392,0.12365825549807677,0.30899786727939743,-0.22904190385469514,-0.07995596342470257,-0.09599468356800413,-0.06646209395259407,0.02974898376496899,0.03671311018762509,0.05654079946546406
0.02126081623768261,42.4101488065523,14.40127843796958,0.06044670188704578,4.724788383292982,6.014956717615818,1.01629959906825,2.418320449901894,-0.9178927543061932,0.11847543293313526,0.30319853112909606,-0.22578358542695923,-0.07741494570213692,-0.09713585877749513,-0.06469238193210068,0.02903346489164204,0.03565891704045867,0.05394947969371307
0.02211520635986297,44.11444895267251,14.50139746016183,0.05711162911913584,4.68521272072908,5.91359635189886,1.036970047972602,2.419859041586698,-0.920353762415301,0.11356350733350444,0.2977582204967592,-0.2226691959949505,-0.07508902450180854,-0.0982189942351307,-0.06289481163988507,0.02827952204781104,0.03461528959207404,0.05153046602447747
0.02298626194980602,45.85199264691642,14.59796414439941,0.05410206302437064,4.647414183062238,5.818628854188835,1.056192282578737,2.420007229356905,-0.9224764851832298,0.10891265924350814,0.2926737993422042,-0.21970108096941776,-0.0729727183727863,-0.09924620970358605,-0.06108244333125742,0.02749956454897211,0.0335828787822853,0.04927280438819639
0.02387396816266618,47.62275027743362,14.69130865493021,0.05138037803776868,4.611357559689313,5.729824450877664,1.074015064112734,2.418875604388231,-0.924299144926523,0.10451204586666393,0.2879397274422561,-0.21688009258907243,-0.07105963485318323,-0.1002198520676845,-0.05926747428956777,0.02670483649360382,0.03256263779596397,0.04717314224749853
0.02477830986983187,49.42669166632965,14.78172749783811,0.04891281947205215,4.576995378917881,5.646933783796538,1.090492074282209,2.416564899757016,-0.9258563749252128,0.10034900673704052,0.2835488476938646,-0.21420582893327106,-0.06934301876059346,-0.10114237597767783,-0.05746107795822254,0.02590513009826225,0.03155594785996031,0.04522997339650337
0.02569927165918329,51.26378607018022,14.8694861318992,0.04666977488810632,4.54426952144115,5.569686383981465,1.105680846032243,2.41317181286859,-0.9271779962045762,0.09640953156531391,0.27949193568978564,-0.21167672374896251,-0.06781521194082324,-0.10201617573846446,-0.05567306734902155,0.02510833178196326,0.03056473556705826,0.0434358681792058
0.02663683783535509,53.13400218055522,14.95482222674931,0.04462537925437433,4.513108127808591,5.49778530738921,1.119641830164056,2.408789118063916,-0.9282886485670612,0.09268213995984126,0.2757574696892328,-0.20929001346856915,-0.06646745622066369,-0.10284360824940017,-0.05391210743146943,0.02432047551271093,0.02959163191875855,0.04177886333948976
0.02759099242000418,55.03730812455282,15.03794834962503,0.04275675907231059,4.483431313206582,5.430923732195517,1.13243752064066,2.403501373576987,-0.9292088503967414,0.08915745459819296,0.27233265693152936,-0.20704194605313736,-0.065290710878392,-0.10362697513170606,-0.05218527928250329,0.02354567162637724,0.02863960765612607,0.04024702351738949
0.0285617191520815,56.9736714653417,15.11905409890579,0.04104370647058783,4.455163587634418,5.36880374798173,1.144131516186166,2.397391911100941,-0.9299560918041264,0.08582263836134096,0.2692038847031913,-0.2049282261267457,-0.06427565857644552,-0.10436834400259476,-0.05049794740474841,0.02278690232121866,0.02771104508352977,0.03882778873541788
0.02954900148810957,58.94305920271461,15.19830848684523,0.03946870696243012,4.428230770627449,5.311129992488066,1.154787656053949,2.390543892712882,-0.9305452950675328,0.08266472898697369,0.2663565052944215,-0.20294405193977083,-0.06341245335465068,-0.10506964781960551,-0.04885451501259526,0.022047237175316,0.02680727783727926,0.03750960597837429
0.03055282260246439,60.94543777365077,15.27586278106747,0.03801683920417373,4.4025513422257,5.257601583187956,1.164469361170198,2.383031740093246,-0.9309892091524749,0.07967486339219113,0.26377515836797943,-0.201083954433245,-0.06269120393473443,-0.10573291902619986,-0.04725864044383775,0.02133002049255896,0.02592861995127881,0.03628370474618973
0.03157316538766197,62.98077305288735,15.35185298183375,0.03667504614166793,4.378041031130588,5.207922519831662,1.173239008911471,2.374920533518042,-0.931299823395512,0.07684113399413334,0.2614443860621796,-0.19934201157903572,-0.062102374483143985,-0.10636033522452078,-0.04571311138434499,0.02063807838605855,0.02507503299828644,0.03514356676892051
0.03261001245465012,65.04903035350158,15.42640105268398,0.03543151410736134,4.354612500011938,5.161802832654154,1.181157305157272,2.36626486221245,-0.9314901380803212,0.07415448963227905,0.25934888955561525,-0.19771193129652362,-0.0616369582590916,-0.10695442339332921,-0.04422028426525281,0.01997353022631545,0.02424675403893738,0.03408103288060071
0.0336633461331044,67.15017442750107,15.49961566611785,0.03427545590731485,4.332184415804415,5.11896521843261,1.188282818244879,2.35712079493134,-0.9315735988569548,0.07160507164007257,0.25747314292814677,-0.19618741522446229,-0.06128572770368451,-0.1075177681100606,-0.04278193124736211,0.0193372801138492,0.02344465113351288,0.03308798280905638
0.03473314847172981,69.28416946642564,15.57159253125528,0.03319679012187066,4.310686593906333,5.079150084291568,1.194671773516736,2.347551330004362,-0.931562584465165,0.06918331449673358,0.25580136408024684,-0.19476239486548616,-0.0610389692147606,-0.10805269232307904,-0.04139923135818855,0.01872932118470151,0.02266991017348702,0.03216067528629943
0.03581940123856664,71.45097910195732,15.64241455405833,0.03218629585999176,4.290059958352014,5.042129118230507,1.200378008760961,2.33761278971256,-0.9314685594182188,0.0668813873246358,0.25431918984578256,-0.19343109182456023,-0.06088809802122225,-0.10856125187770495,-0.04007308375647505,0.01814947425454678,0.02192360950192827,0.03129884917062716
0.03692208592130042,73.65056640653874,15.71215350989238,0.03123668236489756,4.270252238759116,5.007698289631775,1.205452925861658,2.327353262024799,-0.9313027132469786,0.06469124760021454,0.25301356254546287,-0.19218793272674664,-0.06082562981871609,-0.1090453983952016,-0.03880418227219806,0.01759783555401767,0.02120634671818039,0.03049965208913348
0.03804118372757859,75.8828938940048,15.78087399920277,0.03034292241266409,4.251206016388466,4.97564929641432,1.209945425860801,2.316817310501812,-0.931073414092249,0.06260696031794272,0.2518711095039597,-0.19102719465216353,-0.060843914851795966,-0.10950697408017233,-0.03759192719655574,0.01707383650896748,0.02051809068758826,0.02975199230054819
0.03917667558532989,78.14792352021966,15.84863622307889,0.02950075226843481,4.232859688320768,4.94577028744337,1.213901762022957,2.306047327175209,-0.9307854955213044,0.06062287962853113,0.2508781279028674,-0.18994306630270938,-0.060935061600157936,-0.10994759619477955,-0.03643398812968539,0.01657563014712006,0.01985835798256536,0.02904585818887125
0.04032854214308979,80.44561668372602,15.91549591690747,0.02870589221434608,4.215153439760071,4.917859183017114,1.217365372557965,2.295082323945063,-0.930441908233516,0.05873309380068224,0.250021371696935,-0.1889298863466848,-0.06109148535025011,-0.11036868782248617,-0.0353276138587905,0.0161017477658647,0.01922586609292582,0.02837596053288665
0.04149676377033007,82.77593422640253,15.98150366674828,0.0279539144510305,4.198035470212041,4.891733525125971,1.220376811504557,2.283960603793554,-0.9300446885468164,0.05693067953071792,0.24928841436701327,-0.18798239237964523,-0.061306021987367953,-0.11077141857734712,-0.03427075976585695,0.01565122266488371,0.01861953710097324,0.02773816540392127
0.0426813205577935,85.13883643413128,16.04670387023367,0.02724031919254605,4.18146377107491,4.867237642254103,1.222973835518652,2.272716064377065,-0.9295964773520136,0.05520933771869732,0.2486683183278629,-0.18709580713754045,-0.06157251119032231,-0.11115682548566556,-0.03326168265953344,0.01522242118797967,0.01803926147155378,0.02713097815952025
0.04388219231783319,87.53428303747489,16.11113485202543,0.02656122189053169,4.165403858863477,4.844237934651528,1.225191558960549,2.261378224114876,-0.9291004529199526,0.05356437570362485,0.24815145167059544,-0.18626577392327884,-0.06188567774731657,-0.11152585492315936,-0.03229860400231153,0.01481388328425539,0.01748472071805612,0.02655253893172778
0.04509935858475644,89.96223321236232,16.17482977638257,0.02591319559876615,4.149824212579622,4.822608357019941,1.227062554382346,2.249977513756956,-0.928559034979784,0.05199051239613313,0.2477284309699433,-0.18548820887448583,-0.06224022209545749,-0.11187932155836683,-0.03137937147466359,0.01442477085810841,0.01695460061655516,0.0260003538051842
0.04633279861517381,92.42264558078512,16.2378171564777,0.02529336532278418,4.134689979392808,4.80222122049668,1.228616985207911,2.238541753081026,-0.9279745061128096,0.05048380283010595,0.24738991852240816,-0.18475907609381748,-0.0626308424285904,-0.11221814824543214,-0.03050177789062174,0.01405431792793642,0.01644745996268531,0.02547278483912361
0.04758249138835247,94.91547821150245,16.30012292642602,0.02470022191236992,4.119960903520042,4.782943750737014,1.229882696903318,2.227095359399752,-0.9273476924487296,0.049041588066528724,0.24712651358542365,-0.1840743081017441,-0.0630522054836794,-0.11254326365772253,-0.0296633070083695,0.0137012099759009,0.01596209703246859,0.02496217628054462
0.04884841560657416,97.44068862075494,16.36177275449782,0.02413256116642932,4.105596242912016,4.76465280552986,1.230885173170467,2.215654507123706,-0.9266772283744044,0.047660655155418535,0.24692986397395816,-0.1834299940442481,-0.06349986992970996,-0.11285537758056928,-0.02886086091311362,0.01336407467365169,0.01549678623946195,0.02446190023419943
0.05013054969549879,99.99823377299006,16.42279078898427,0.02358847821798846,4.091560369892695,4.747246321939054,1.231647622022705,2.204226795823634,-0.925963616406708,0.046337614933868926,0.24679330452237985,-0.1828225855162351,-0.06397071900614426,-0.11315531639473186,-0.02809305121340128,0.01304288818430299,0.0150501630290983,0.02397458463793778
0.05142887180453171,102.5880700815948,16.4831995570946,0.02306698680208555,4.077820441744263,4.730631121458019,1.232191236446204,2.192818525584304,-0.9252087735868904,0.0450686938517132,0.24671073543327954,-0.1822487951530375,-0.06446194028024205,-0.11344403055558987,-0.02735886850945892,0.01273689273355853,0.0146219757759004,0.02350247601826687
0.0527433598071958,105.2101534096377,16.5430219608455,0.0225671448281557,4.064346967664197,4.714717297494299,1.232535488694636,2.18144114913946,-0.9244128101872048,0.043850937118260436,0.2466758704827317,-0.18170559356349508,-0.06497027691923657,-0.1137221818833137,-0.02665614096852126,0.01244358148968565,0.01421255947883563,0.0230459664998059
0.05407399130150936,107.8644390706229,16.60227853233284,0.02208655241175842,4.051118096451287,4.699423580235457,1.232698373085236,2.170114239581879,-0.9235761676299244,0.04268098768279984,0.24668229054493324,-0.18119035160131966,-0.06549193894361366,-0.11399027942914847,-0.02598262348288427,0.01216075065099723,0.01382187283188703,0.02260620145649072
