y/delta,y^+,U,dU/dy,k,u'u',v'v',w'w',u'v',epsilon,b_11,b_22,b_33,b_12,phi_11,phi_22,phi_33,phi_12
0.0,0.0,0.0,1.0,3.685478858519595e-36,0.0,0.0,7.37095771703919e-36,0.0,0.595560567299266,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.0,2.6143210760734173e-22,2.379481408123721e-19,2.441275437369437e-22,0.1533664458992883
1.137017775942883e-05,0.005700667374353908,0.005700667374090392,0.9999999997862072,4.836093254665479e-06,6.812340365807908e-06,1.9765708096676631e-13,2.859845945865968e-06,-2.075017192118809e-10,0.5949510557458598,0.37098935101894864,-0.33333331289771817,-0.03765603812123047,-2.1453444783317578e-05,5.76569268778809e-05,-0.0003081592421826902,0.000250502315304809,0.1533632809318395
5.684907886405188e-05,0.02850242942539999,0.02850242924016876,0.9999999739890428,0.0001206483191934814,0.0001702068037795842,1.226253934021451e-10,7.108971198198523e-05,-2.600000388669794e-08,0.5925436499347124,0.37205073217787715,-0.333332825139791,-0.03871790703808575,-0.00010775120640098696,0.0002835408386975048,-0.001526677576794251,0.001243136738096747,0.153328252827163
0.0001591698193881275,0.07980299126064701,0.0798029798188272,0.9999994255115182,0.000941500263559116,0.001332727123892426,7.413167252552353e-09,0.0005502659900585537,-5.738150493670846e-07,0.5872753026836193,0.3744344578589764,-0.33332939644263904,-0.04110506141633724,-0.00030473440718854094,0.0007643425728505022,-0.004186978384446001,0.003422635811595491,0.1530745718497154
0.0003410564671805227,0.1709955214777642,0.1709952785160244,0.9999942975268874,0.004288545683731916,0.006106706929506329,1.517572019358628e-07,0.002470232680755568,-5.698570664304537e-06,0.578462500779383,0.3786454328800463,-0.33331564001569985,-0.04532979286434641,-0.0006643943057341539,0.001527638252359165,-0.00864669970827661,0.007119061455917429,0.152194670600119
0.0006252204245906778,0.3134668385714681,0.3134640643037451,0.9999643876741872,0.01424109298878279,0.02046328960042876,1.637288221796063e-06,0.008017259088915008,-3.560035393153443e-05,0.5660347416297735,0.3851259034874282,-0.33327584869282556,-0.05185005479460314,-0.001249916490243255,0.002496893156231641,-0.01496152289172298,0.01246462973549134,0.1499757143170272
0.001034356813211845,0.5185955983518106,0.5185745003065568,0.9998357825396432,0.03834850053097079,0.05580082342109364,1.148854802096127e-05,0.02088468909282697,-0.00016418555450924,0.5505504635969746,0.39421562749276345,-0.3331835419743246,-0.06103208551843897,-0.002140703707262836,0.003450186375813526,-0.02277453440605462,0.01932434803024109,0.1453061026063103
0.001591140861214257,0.7977504826609803,0.7976301630823366,0.999389443753208,0.0888813648564286,0.1314417633987542,5.89064592965146e-05,0.0462620598548065,-0.0006104802199126257,0.532942955964561,0.40608917447285336,-0.33300195645027314,-0.07308721802258006,-0.0034342419296707672,0.004002829216790331,-0.03128242738225705,0.02727959816546677,0.1368594603823026
0.002306854116087109,1.156587722304212,1.156045866259443,0.9981010875244072,0.1822091173595447,0.2746865866287735,0.0002327890922453463,0.08949885899807057,-0.001898752908140794,0.5141993206612602,0.420434070321741,-0.3326945368350604,-0.08773953348668054,-0.005210367449379808,0.003650316169715401,-0.03923293694627518,0.03558262077655968,0.1238554831879557
0.00318138264881318,1.595050196676604,1.59305821049771,0.9949495042117652,0.3365369753221768,0.518111697789388,0.0007367313507956807,0.1542255215041699,-0.00505019267302181,0.49437626290500675,0.43643601711231145,-0.33223875620686694,-0.10419726090544446,-0.007503176535337776,0.00193786069210093,-0.04540026724701532,0.04346240655491443,0.106812818336803
