0,1,2,3
0.09863501295525656,0.0021695754045580463,0.004957739870814408,0.5313217295970918
0.21547299154923216,0.010062387355753898,0.029820536986261862,0.7575615289876981
0.0692465778014768,0.0012218207920670775,0.0016730301260420317,0.36074607206781534
0.09530864118400428,0.0010073692542913195,0.0009870302136867446,0.2954082233622034
0.6759163811833765,0.5777770909180554,0.506117005618476,0.8195038428516086
0.14376630497986254,0.0008475463829155567,0.0006125007517865134,0.2497537734278185
0.21483532580672915,0.00994208828065515,0.029421316226445546,0.7565381171396978
0.10217185195328649,0.002257890191927959,0.005252248675314018,0.5406268997635391
0.1334457651280102,0.003196952071283213,0.00828041450650847,0.61127973393469
0.2049691440814596,0.0007180040637237208,0.0004009407279057804,0.2194681803802065
0.2559127471782445,0.02263619549242574,0.07768225051088057,0.812714066174655
0.2936462261829613,0.03694513044726866,0.13538647371115042,0.8505635356428423
0.219776892201056,0.0006931643141938601,0.0003677160226744987,0.21436241988542287
0.7345408004674053,0.0001837755692360563,2.1483063630227156e-05,0.15253358846269602
0.5074075632045209,0.21655614913724694,0.4046670119112598,1.0
0.09820664004056001,0.0021590211735470974,0.004922435658100184,0.530161686635203
0.1527859186880025,0.0008261154119195131,0.0005705073438658939,0.2440320316691374
0.10321261344472521,0.0009749190620465597,0.000896978213374729,0.28524707677072236
0.1092609964302178,0.0024414383798533664,0.005860160536808107,0.5581753978820507
0.06947692930978078,0.0014634363598168825,0.0025342770919893572,0.4225926177614981
0.1872378739034566,0.006311335679410339,0.017860628597677227,0.710551638655782
0.13418445824969505,0.0008734454853944816,0.0006627305598887162,0.2565127943617983
0.3860461866344751,0.00048269599082721314,0.00015592108375457527,0.17899541239492756
0.06756561846425102,0.0013031287122701588,0.001964008829398723,0.38380437230843667
0.16017785784421013,0.004385507118958077,0.011956464827090453,0.6625494396995893
0.07774335419900047,0.0016804363082912038,0.003273605449317947,0.46355483342921966
0.9873776034421696,5.8096087637462385e-06,3.101084379531719e-08,0.14811387856047625
0.11543607865508854,0.0009318141480234454,0.0007867533321753398,0.2722062722931057
0.3503277626593644,0.0005210338246711618,0.00018553856565329022,0.18429588783190937
0.07270762848354317,0.0015574169307965098,0.002859764738406281,0.4418182602858143
0.8952662922935585,6.919508038367124e-05,3.1555042834857574e-06,0.14875244543023258
0.19125788410438926,0.006698282977755798,0.019057934973459062,0.7174150466511108
0.08200190935966178,0.0010775158200534746,0.0012037580384770092,0.31816832134084344
0.09906673847597613,0.0021802763193250283,0.004993387940625224,0.5324825686500148
0.19989073944952884,0.007664060178717044,0.022067711932894838,0.7319908741779351
0.14433127552970437,0.0036238704881386146,0.00960955101920906,0.6327603971866274
0.40033687103430105,0.00046805417133116326,0.00014565831675445178,0.1770992320625778
0.26737582445011554,0.02694357752634038,0.09569887360098123,0.8247671817979549
0.06828699992458376,0.00141431293506,0.002358497743819577,0.41141854104628467
0.250316165681429,0.000648368875946226,0.00031033401042919895,0.20532930208214403
0.2380237691039001,0.016074597813646948,0.051273868054657015,0.7912183590631648
0.23130602288254776,0.013916845598014408,0.04322404417615681,0.7818761022394913
0.8458191005705374,0.00010433324538081855,7.346001279482468e-06,0.14952813871766243
0.24724780463599072,0.019387747561131156,0.06432293769750995,0.802854590196174
0.08176234282883643,0.001768680351123947,0.003585291552980014,0.478484866724556
0.24991284949326453,0.020381453410180172,0.06836562920345736,0.8059808461137407
0.07161963176580588,0.0015277093738257908,0.0027602853501712547,0.43613909903826903
0.06828161686013501,0.0012525479858382538,0.0017800327630419438,0.36948926761778184
0.5771338028905275,0.00030702686184834834,5.9593591035904175e-05,0.16044569953967325
0.5387033060939228,0.0003397154779605192,7.302814121998768e-05,0.1632169336730604
0.07431173156957094,0.0011408015618923706,0.0014123059839337496,0.3382110333450985
0.8240205802134551,0.8996590742454966,0.6128434367796698,0.3570646674018539
0.37472398051758904,0.07801042789526673,0.24626531599597307,0.9246062655334709
0.3817975329116613,0.08275478722958314,0.25549247933531455,0.9305934940473832
0.19724842974988965,0.007346879779637306,0.021071323952009183,0.7275530575329091
0.3677502549850227,0.0005017401697098242,0.00017032462446158522,0.18160032681855234
0.3297513950543153,0.0005448974685900582,0.00020549924894751358,0.1877911052436568
0.08144298114599646,0.0017617583219761378,0.0035605416848054185,0.4773371263600314
0.18991991726161184,0.006565368500630957,0.018647422920258956,0.7151360934577157
0.526346754173901,0.0003502821215062365,7.791859142659147e-05,0.1641934495423835
0.07880073883825589,0.001100342530782654,0.0012785605822090837,0.32551568067157055
0.19058920600523388,0.006631313334775735,0.018851123522916357,0.716276744931806
0.08566597784741914,0.001054354476026219,0.001131570085115324,0.3108674398917844
0.08985986667950763,0.0010315039910961566,0.0010621932555967336,0.3036245218539703
0.13880872288502266,0.0033988332509283666,0.008912183134741913,0.6220056155030294
0.1831011045742449,0.0007582425698518367,0.00045990050063805885,0.22829272358649916
0.0681961315540136,0.0014095607683843698,0.002341591491410295,0.41030553388347824
0.7353865850591708,0.7252575966771331,0.5242419902371466,0.6526023875490253
0.0683775243429271,0.00124882264464097,0.0017663386672036358,0.3683925150114283
0.1394165049182433,0.0034227029808617474,0.008986583780485355,0.6232004807255225
0.07925520941815034,0.001714267679349188,0.0033898473389580245,0.4693000887074981
0.08841891942166147,0.0019218140746843063,0.004124481497228457,0.5013600443493691
0.08601542005371232,0.0018632283726094702,0.003926666582704443,0.4933635201876461
0.06775986203964857,0.001382431060542856,0.0022430516289856112,0.40364438920330653
0.13818135667632414,0.0008620028930827353,0.0006409196382730902,0.25360808312922306
